n,time,FLOPs
2,92,3.26087e+08
4,127,8.50394e+08
6,137,1.70803e+09
8,188,2.17021e+09
10,216,2.91667e+09
12,280,3.21429e+09
14,395,3.08354e+09
16,509,3.11198e+09
18,554,3.6065e+09
20,635,3.87402e+09
22,714,4.15966e+09
24,817,4.31824e+09
26,953,4.33788e+09
28,1051,4.55566e+09
30,1289,4.25912e+09
32,1651,3.77953e+09
34,1921,3.66372e+09
36,2028,3.88757e+09
38,2136,4.10955e+09
40,2443,3.97871e+09
42,2463,4.34836e+09
44,3175,3.70016e+09
46,3043,4.21755e+09
48,3317,4.21103e+09
50,3543,4.27604e+09
52,3766,4.34944e+09
54,4027,4.3849e+09
56,4285,4.43034e+09
58,4554,4.47036e+09
60,4693,4.64095e+09
62,5129,4.53305e+09
64,5429,4.56217e+09
66,5739,4.5886e+09
68,6041,4.62639e+09
70,6377,4.64325e+09
72,6980,4.48711e+09
74,7023,4.70995e+09
76,7381,4.72619e+09
78,7761,4.73367e+09
80,8110,4.76449e+09
82,8345,4.86399e+09
84,8161,5.21848e+09
86,9522,4.68746e+09
88,10760,4.34275e+09
90,10619,4.60213e+09
92,10512,4.85731e+09
94,10950,4.8674e+09
96,11413,4.87024e+09
98,11945,4.84872e+09
100,12781,4.71794e+09
102,11751,5.33827e+09
104,13247,4.92247e+09
106,12781,5.29959e+09
108,14191,4.95441e+09
110,13473,5.41305e+09
112,15787,4.78875e+09
114,15775,4.96469e+09
116,16296,4.9757e+09
118,16785,4.99839e+09
120,17477,4.96424e+09
122,17477,5.13074e+09
124,18008,5.14371e+09
126,18634,5.13223e+09
128,19649,5.02255e+09
130,20231,5.03139e+09
132,21527,4.87481e+09
134,21412,5.05035e+09
136,22087,5.04297e+09
138,22161,5.17477e+09
140,23353,5.05374e+09
142,25032,4.85019e+09
144,24634,5.06812e+09
146,23677,5.4202e+09
148,26611,4.95539e+09
150,27450,4.93443e+09
152,29111,4.77758e+09
154,28978,4.92643e+09
156,29661,4.93861e+09
158,30197,4.97592e+09
160,30282,5.08817e+09
162,31723,4.97904e+09
164,34409,4.70423e+09
166,30584,5.42225e+09
168,33420,5.08223e+09
170,36997,4.70065e+09
172,35300,5.04306e+09
174,36093,5.04746e+09
176,35009,5.32389e+09
178,37724,5.05349e+09
180,38537,5.05852e+09
182,39782,5.00955e+09
184,40312,5.05279e+09
186,44768,4.64917e+09
188,40507,5.24917e+09
190,39534,5.49325e+09
192,42441,5.22514e+09
194,45782,4.94513e+09
196,47449,4.87016e+09
198,46956,5.02211e+09
200,46863,5.13411e+09
202,51406,4.77435e+09
204,51329,4.87654e+09
206,54671,4.66854e+09
208,53487,4.86488e+09
210,54949,4.82684e+09
212,57023,4.74019e+09
214,57920,4.75515e+09
216,58851,4.7677e+09
218,59823,4.77739e+09
220,61208,4.75526e+09
222,62213,4.7638e+09
224,63159,4.77728e+09
226,59200,5.18807e+09
228,64391,4.85453e+09
230,65311,4.87039e+09
232,67734,4.7781e+09
234,69367,4.74632e+09
236,66797,5.01346e+09
238,75345,4.52025e+09
240,68148,5.08188e+09
242,72725,4.84166e+09
244,74014,4.83622e+09
246,75302,4.83166e+09
248,79291,4.66343e+09
250,79071,4.75206e+09
252,79416,4.80734e+09
254,83395,4.65085e+09
256,84665,4.65345e+09
258,83386,4.79886e+09
260,81005,5.01673e+09
262,85278,4.83888e+09
264,88473,4.73555e+09
266,87378,4.86775e+09
268,89278,4.836e+09
270,93405,4.6915e+09
272,95502,4.65666e+09
274,94981,4.75124e+09
276,96984,4.72123e+09
278,100255,4.63356e+09
280,99393,4.74118e+09
282,101647,4.70245e+09
284,104870,4.62275e+09
286,96649,5.0868e+09
288,105836,4.71038e+09
290,104035,4.85865e+09
292,103788,4.93757e+09
294,104863,4.95406e+09
296,106488,4.94501e+09
298,103270,5.16818e+09
300,111623,4.84578e+09
302,109240,5.01767e+09
304,112352,4.94346e+09
306,114983,4.89406e+09
308,116912,4.87639e+09
310,116954,4.9381e+09
312,120094,4.87118e+09
314,122344,4.84305e+09
316,116312,5.15926e+09
