n,elapsed_time,FLOPs
470,357,4.95541e+09
471,357,4.9765e+09
472,361,4.94227e+09
473,362,4.94951e+09
474,360,4.99807e+09
475,356,5.07556e+09
476,358,5.06847e+09
477,359,5.0756e+09
478,362,5.05465e+09
479,370,4.96606e+09
480,373,4.9467e+09
481,373,4.96732e+09
482,373,4.98799e+09
483,370,5.04931e+09
484,376,4.98932e+09
485,380,4.95721e+09
486,387,4.88763e+09
487,377,5.03793e+09
488,381,5.00552e+09
489,381,5.02605e+09
490,390,4.93015e+09
491,393,4.9125e+09
492,392,4.9451e+09
493,391,4.97791e+09
494,395,4.9475e+09
495,395,4.96754e+09
496,398,4.95003e+09
497,402,4.92055e+09
498,406,4.89168e+09
499,410,4.86342e+09
500,405,4.94321e+09
501,415,4.8434e+09
502,413,4.8863e+09
503,408,4.96589e+09
504,412,4.93724e+09
505,413,4.94484e+09
506,416,4.92863e+09
507,418,4.92445e+09
508,421,4.90866e+09
509,420,4.93972e+09
510,422,4.93564e+09
511,424,4.93163e+09
512,424,4.95094e+09
513,428,4.92384e+09
514,426,4.96625e+09
515,431,4.92775e+09
516,430,4.9584e+09
517,435,4.92041e+09
518,438,4.90563e+09
519,436,4.94717e+09
520,438,4.94356e+09
521,442,4.91767e+09
522,443,4.92542e+09
523,443,4.9443e+09
524,447,4.9188e+09
525,447,4.93758e+09
526,452,4.90158e+09
527,450,4.94209e+09
528,450,4.96085e+09
529,455,4.92493e+09
530,445,5.05465e+09
531,463,4.87648e+09
532,457,4.95912e+09
533,451,5.044e+09
534,461,4.95311e+09
535,466,4.91833e+09
536,458,5.02295e+09
537,460,5.01978e+09
538,458,5.06049e+09
539,465,5.00285e+09
540,467,4.99991e+09
541,465,5.04003e+09
542,466,5.04781e+09
543,471,5.01266e+09
544,473,5.00986e+09
545,475,5.00712e+09
546,474,5.0361e+09
547,478,5.01226e+09
548,488,4.92751e+09
549,488,4.9455e+09
550,480,5.04625e+09
551,481,5.05408e+09
552,484,5.04099e+09
553,496,4.93686e+09
554,491,5.00518e+09
555,493,5.00288e+09
556,492,5.03112e+09
557,498,4.98839e+09
558,503,4.95655e+09
559,499,5.0142e+09
560,497,5.05239e+09
561,504,5.00002e+09
562,502,5.03785e+09
563,503,5.04573e+09
564,504,5.05362e+09
565,510,5.01188e+09
566,513,5.00022e+09
567,514,5.00813e+09
568,514,5.02581e+09
569,519,4.99492e+09
570,539,4.82649e+09
571,528,4.94434e+09
572,530,4.94294e+09
573,534,4.92308e+09
574,541,4.87635e+09
575,536,4.93899e+09
576,539,4.92859e+09
577,544,4.90026e+09
578,546,4.89924e+09
579,543,4.94336e+09
580,548,4.91518e+09
581,548,4.93214e+09
582,550,4.93113e+09
583,553,4.92124e+09
584,554,4.92921e+09
585,564,4.8584e+09
586,557,4.93629e+09
587,561,4.91783e+09
588,563,4.91706e+09
589,567,4.89898e+09
590,572,4.87266e+09
591,568,4.92361e+09
592,570,4.92295e+09
593,576,4.88813e+09
594,573,4.9303e+09
595,564,5.02585e+09
596,577,4.92914e+09
597,572,4.98892e+09
598,569,5.03203e+09
599,576,4.98751e+09
600,677,4.25761e+09
601,673,4.29719e+09
602,670,4.33081e+09
603,615,4.7338e+09
604,636,4.59268e+09
605,608,4.8201e+09
606,618,4.75779e+09
607,597,4.94141e+09
608,592,4.99957e+09
609,591,5.02451e+09
610,596,4.99872e+09
611,600,4.98169e+09
612,599,5.00634e+09
613,599,5.02271e+09
614,622,4.85277e+09
615,622,4.86859e+09
616,622,4.88442e+09
617,632,4.82275e+09
618,627,4.87698e+09
619,621,4.94004e+09
620,623,4.9401e+09
621,640,4.82439e+09
622,632,4.9012e+09
623,634,4.90146e+09
624,645,4.83334e+09
625,638,4.90204e+09
626,640,4.90236e+09
627,657,4.79078e+09
628,643,4.91071e+09
629,644,4.9187e+09
630,652,4.8738e+09
631,642,4.96544e+09
632,640,4.99675e+09
633,641,5.00475e+09
634,647,4.97401e+09
635,644,5.01295e+09
636,646,5.01318e+09
637,670,4.84881e+09
638,651,5.006e+09
639,653,5.00632e+09
640,687,4.77345e+09
641,672,4.89526e+09
642,669,4.93256e+09
643,677,4.88946e+09
644,667,4.97821e+09
645,666,5.00117e+09
646,668,5.00166e+09
647,680,4.92862e+09
648,673,4.99528e+09
649,674,5.00327e+09
650,705,4.79801e+09
651,692,4.9032e+09
652,696,4.89e+09
653,707,4.82869e+09
654,701,4.88494e+09
655,701,4.89989e+09
656,709,4.8594e+09
657,706,4.89493e+09
658,708,4.89597e+09
659,713,4.87642e+09
660,715,4.87754e+09
661,715,4.89232e+09
662,725,4.83945e+09
663,719,4.89458e+09
664,726,4.86202e+09
665,731,4.84331e+09
666,724,4.90485e+09
667,738,4.82626e+09
668,732,4.88042e+09
669,732,4.89503e+09
670,749,4.79824e+09
671,741,4.86452e+09
672,741,4.87903e+09
673,763,4.75246e+09
674,748,4.86217e+09
675,749,4.87009e+09
676,781,4.68439e+09
677,755,4.86005e+09
678,760,4.84235e+09
679,766,4.8186e+09
680,767,4.82649e+09
681,775,4.79073e+09
682,773,4.81723e+09
683,756,4.94001e+09
684,772,4.85179e+09
685,761,4.93632e+09
686,759,4.96378e+09
687,785,4.81338e+09
688,763,4.96658e+09
689,767,4.95505e+09
690,782,4.87412e+09
691,770,4.96443e+09
692,786,4.87746e+09
693,804,4.78204e+09
694,789,4.88703e+09
695,814,4.75059e+09
696,793,4.89043e+09
697,795,4.89215e+09
698,826,4.72206e+09
699,799,4.89562e+09
700,804,4.8791e+09
701,833,4.7227e+09
702,807,4.88877e+09
703,848,4.66567e+09
704,831,4.77466e+09
705,833,4.77673e+09
706,841,4.74472e+09
707,836,4.78663e+09
708,849,4.72667e+09
709,840,4.79081e+09
710,825,4.89168e+09
711,841,4.81214e+09
712,830,4.88964e+09
713,846,4.81064e+09
714,838,4.8702e+09
715,838,4.88384e+09
716,856,4.79452e+09
717,844,4.87628e+09
718,875,4.71664e+09
719,847,4.88614e+09
720,847,4.89974e+09
721,859,4.84472e+09
722,854,4.8866e+09
723,885,4.7285e+09
724,861,4.87376e+09
725,859,4.8986e+09
726,885,4.76781e+09
727,871,4.8578e+09
728,907,4.67782e+09
729,871,4.88455e+09
730,888,4.80419e+09
731,897,4.76902e+09
732,880,4.87445e+09
733,892,4.82202e+09
734,883,4.88447e+09
735,907,4.76818e+09
736,887,4.88897e+09
737,897,4.8476e+09
738,897,4.86076e+09
739,894,4.8903e+09
740,909,4.82262e+09
741,899,4.88945e+09
742,924,4.77e+09
743,911,4.85111e+09
744,914,4.84821e+09
745,915,4.85593e+09
746,912,4.88499e+09
747,924,4.83448e+09
748,917,4.88443e+09
749,938,4.78785e+09
750,929,4.84715e+09
751,945,4.77779e+09
752,928,4.87828e+09
753,945,4.80326e+09
754,948,4.80078e+09
755,937,4.87003e+09
756,958,4.7759e+09
757,939,4.88543e+09
758,971,4.73691e+09
759,943,4.89044e+09
760,995,4.64708e+09
761,1023,4.53178e+09
762,1055,4.40588e+09
763,983,4.741e+09
764,977,4.78262e+09
765,991,4.72741e+09
766,983,4.77834e+09
767,991,4.75215e+09
768,988,4.77901e+09
769,987,4.79632e+09
770,972,4.883e+09
771,995,4.78252e+09
772,978,4.87828e+09
773,1392,3.4363e+09
774,1177,4.07451e+09
775,1169,4.113e+09
776,1073,4.49256e+09
777,1036,4.665e+09
778,1016,4.76908e+09
779,1034,4.69811e+09
780,1020,4.77482e+09
781,1029,4.7452e+09
782,1007,4.86129e+09
783,1013,4.84486e+09
784,1001,4.91547e+09
785,996,4.95275e+09
786,1004,4.92581e+09
787,1001,4.95315e+09
788,1031,4.82125e+09
789,1021,4.88083e+09
790,1049,4.76259e+09
791,1027,4.87693e+09
792,1024,4.90359e+09
793,1011,4.97919e+09
794,1035,4.876e+09
795,1016,4.9797e+09
796,1041,4.87235e+09
797,1021,4.98027e+09
798,1047,4.86879e+09
799,1027,4.97605e+09
800,1100,4.65745e+09
801,1041,4.93373e+09
802,1090,4.72371e+09
803,1101,4.68818e+09
804,1080,4.79124e+09
805,1064,4.87539e+09
806,1100,4.72756e+09
807,1050,4.96497e+09
808,1097,4.76403e+09
809,1076,4.86904e+09
810,1098,4.78328e+09
811,1082,4.866e+09
812,1120,4.7125e+09
813,1086,4.87201e+09
814,1120,4.73574e+09
815,1103,4.82054e+09
816,1101,4.84116e+09
817,1140,4.687e+09
818,1126,4.7569e+09
819,1179,4.55417e+09
820,1129,4.76748e+09
821,1176,4.58811e+09
822,1137,4.75704e+09
823,1163,4.66202e+09
824,1117,4.8658e+09
825,1143,4.76667e+09
826,1123,4.86332e+09
827,1152,4.75238e+09
828,1128,4.86523e+09
829,1160,4.74245e+09
830,1146,4.81197e+09
831,1139,4.85322e+09
832,1177,4.70783e+09
833,1141,4.86805e+09
834,1193,4.66704e+09
835,1145,4.87436e+09
836,1199,4.66598e+09
837,1152,4.86797e+09
838,1180,4.76382e+09
839,1165,4.83667e+09
840,1206,4.68338e+09
841,1194,4.74172e+09
842,1203,4.71744e+09
843,1241,4.58385e+09
844,1199,4.75568e+09
845,1229,4.65059e+09
846,1203,4.76235e+09
847,1206,4.76174e+09
848,1196,4.8129e+09
849,1197,4.82022e+09
850,1255,4.60829e+09
851,1193,4.85919e+09
852,1232,4.71643e+09
853,1197,4.86573e+09
854,1231,4.74244e+09
855,1207,4.84807e+09
856,1250,4.69225e+09
857,1285,4.57511e+09
858,1235,4.77145e+09
859,1261,4.68397e+09
860,1242,4.7667e+09
861,1240,4.78549e+09
862,1251,4.75444e+09
863,1223,4.87457e+09
864,1273,4.69397e+09
865,1208,4.958e+09
866,1262,4.75682e+09
867,1242,4.84459e+09
868,1254,4.8093e+09
869,1272,4.75217e+09
870,1245,4.86641e+09
871,1274,4.76657e+09
872,1260,4.8306e+09
873,1271,4.79978e+09
874,1316,4.64628e+09
875,1266,4.84084e+09
876,1288,4.76903e+09
877,1271,4.84386e+09
878,1287,4.79455e+09
879,1298,4.76475e+09
880,1273,4.86938e+09
881,1310,4.7426e+09
882,1292,4.8196e+09
883,1290,4.83802e+09
884,1350,4.63347e+09
885,1308,4.79307e+09
886,1327,4.73513e+09
887,1317,4.78185e+09
888,1277,4.94276e+09
889,1315,4.81074e+09
890,1278,4.96116e+09
891,1326,4.79232e+09
892,1349,4.72119e+09
893,1291,4.94436e+09
894,1337,4.78494e+09
895,1299,4.93594e+09
896,1325,4.8499e+09
897,1345,4.78845e+09
898,1301,4.96143e+09
899,1343,4.81698e+09
900,1352,4.79556e+09
901,1313,4.94898e+09
902,1363,4.77802e+09
903,1336,4.88539e+09
904,1409,4.64254e+09
905,1453,4.51192e+09
906,1384,4.74734e+09
907,1424,4.62417e+09
908,1418,4.65398e+09
909,1391,4.75477e+09
910,1403,4.72448e+09
911,1436,4.62605e+09
912,1372,4.85248e+09
913,1395,4.78294e+09
914,1415,4.72567e+09
915,1365,4.90949e+09
916,1407,4.77336e+09
917,1403,4.79742e+09
918,1382,4.88094e+09
919,1409,4.79785e+09
920,1388,4.88104e+09
921,1395,4.86711e+09
922,1442,4.7187e+09
923,1381,4.93782e+09
924,1417,4.8228e+09
925,1423,4.81286e+09
926,1397,4.91304e+09
927,1421,4.84049e+09
928,1444,4.77367e+09
929,1403,4.92377e+09
930,1779,3.89147e+09
931,1669,4.15687e+09
932,1471,4.72653e+09
933,1445,4.8219e+09
934,1444,4.83558e+09
935,1461,4.78956e+09
936,1421,4.93491e+09
937,1517,4.6325e+09
938,1595,4.41536e+09
939,1594,4.42756e+09
940,1502,4.70876e+09
941,1530,4.63243e+09
942,1516,4.68515e+09
943,1496,4.75786e+09
944,1503,4.74575e+09
945,1507,4.74319e+09
946,1489,4.81069e+09
947,1481,4.8469e+09
948,1515,4.74813e+09
949,1523,4.73316e+09
950,1469,4.91749e+09
951,1511,4.79087e+09
952,1516,4.78512e+09
953,1478,4.91846e+09
954,1519,4.79575e+09
955,1517,4.81214e+09
956,1510,4.84458e+09
957,1510,4.85472e+09
958,1538,4.7763e+09
959,1566,4.70069e+09
960,1496,4.93091e+09
961,1551,4.76597e+09
962,1557,4.75748e+09
963,1515,4.89954e+09
964,1537,4.83944e+09
965,1569,4.75058e+09
966,1578,4.73328e+09
967,1519,4.92731e+09
968,1579,4.74988e+09
969,1577,4.76573e+09
970,1587,4.74548e+09
971,1557,4.84689e+09
972,1582,4.78013e+09
973,1591,4.76287e+09
974,1553,4.88944e+09
975,1590,4.78547e+09
976,1605,4.75047e+09
977,1627,4.69585e+09
978,1552,4.93285e+09
979,1604,4.7827e+09
980,1615,4.75983e+09
981,1626,4.73728e+09
982,1569,4.91939e+09
983,1653,4.67891e+09
984,1655,4.68277e+09
985,1668,4.65572e+09
986,1612,4.82724e+09
987,1632,4.77776e+09
988,1707,4.5771e+09
989,1673,4.67957e+09
990,1653,4.74577e+09
991,1640,4.79306e+09
992,1673,4.708e+09
993,1668,4.73163e+09
994,1689,4.68222e+09
995,1615,4.90661e+09
996,1691,4.69551e+09
997,1675,4.74989e+09
998,1731,4.60544e+09
999,1627,4.90965e+09
1000,1706,4.69168e+09
1001,1668,4.80816e+09
1002,1711,4.69669e+09
1003,1730,4.65438e+09
1004,1665,4.84573e+09
1005,1731,4.67026e+09
1006,1746,4.63935e+09
1007,1759,4.61422e+09
1008,1723,4.71999e+09
1009,1688,4.82742e+09
1010,1751,4.66296e+09
1011,1768,4.62727e+09
1012,1773,4.62335e+09
1013,1730,4.74763e+09
1014,1711,4.80983e+09
1015,1753,4.70386e+09
1016,1755,4.70776e+09
1017,1788,4.62997e+09
1018,1774,4.67568e+09
1019,1724,4.82074e+09
1020,1821,4.57292e+09
1021,1844,4.52474e+09
1022,1751,4.77439e+09
1023,1745,4.80019e+09
1024,1774,4.73095e+09
